id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p6,p7,p8,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p11,p12,p13,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p15_8,p15_9,p15_10,p15_11,p15_12,p16,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p19_1,p19_2,p19_3,p19_4,p19_5,p19_6,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p22_1,p22_2,p22_3,p22_4,p22_5,p22_6,p22_7,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p25,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
11,Mujer,56,55-64,10.001 - 20.000,Toledo,Castilla - La Mancha,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",D,Llego/se llega justo a final de mes,9,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),1,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Mucho,,,,,,,,Desempleo,,,,,999,Se ha mantenido más o menos igual,No lo sé,No lo sé,Televisión,,,,,,,,,,,,No lo sé,Bastante de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,,,,,,,,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,"Ni bien, ni mal",No lo sé,"Ni bien, ni mal",No lo sé,No lo sé,No lo sé,Regular,Regular,Regular,PSOE,Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",1.239691
12,Mujer,48,45-54,50.001 - 100.000,Asturias,"Asturias, Principado de","Sí, con uno/a de 13 a 17 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,D,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",Sumar,Sumar,7,1,0 No le votaría nunca,8,7,2,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),2,Bastante,Bastante,Mucho,Bastante,Poco,Bastante,Bastante,,,,,Apertura global,Crecimiento demográfico,,,,,,,20,Ha crecido,Son las adecuadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,Positiva,Positiva,Positiva,Positiva,Positiva,Positiva,Me gustaría,,,,,,,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Ninguno de los anteriores,Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",0.902349
13,Hombre,25,25-34,50.001 - 100.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,"Primer Grado (Certificado escolar, 1ª etapa de EGB, más o menos hasta los 10 años)",E1,Llego/se llega justo a final de mes,7,JxCAT – Junts (Junts per Catalunya – Junts),JxCAT – Junts (Junts per Catalunya – Junts),5,9,3,3,3,2,Sumar,PSOE (Partido Socialista Obrero Español),2,Bastante,Bastante,Nada,Bastante,Nada,Nada,Nada,,,,,,,,Desempleo,,,,,2,Se ha mantenido más o menos igual,Son las adecuadas,Bastante,,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,No lo sé,No debería permitirse,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse sin limitaciones,No debería permitirse,No lo sé,No debería permitirse,No,No lo sé,No,No,No,Sí,Sí,,,,,,"Ni positiva, ni negativa",Positiva,No me gustaría nada,No me gustaría nada,"Ni me gustaría, ni me disgustaría",Me gustaría,"Ni me gustaría, ni me disgustaría",,,Muy mal,Bien,Mal,Muy mal,Mal,Muy mal,Bien,Mal,Muy mal,Ninguno de los anteriores,Generacion Z,Hombre [Generacion Z],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",1.133676
14,Mujer,51,45-54,50.001 - 100.000,Badajoz,Extremadura,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,0 No le votaría nunca,0 No le votaría nunca,5,5,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),2,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Poco,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,999,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,,,,,,No lo sé,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,No lo sé,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,Sí,Sí,No,Sí,Sí,Sí,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",,,,"Ni me gustaría, ni me disgustaría",,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Bien,Bien,PSOE,Generacion X,Mujer [Generacion X],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.773868
15,Mujer,58,55-64,100.001 - 500.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",JxCAT – Junts (Junts per Catalunya – Junts),JxCAT – Junts (Junts per Catalunya – Junts),0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,JxCAT – Junts (Junts per Catalunya – Junts),Junts-UE (Junts i Lliures per Europa),3,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,Crecimiento demográfico,,Desempleo,,,,,999,Ha crecido,Son las adecuadas,Bastante,Televisión,,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,No,Sí,No,Sí,Sí,Sí,Muy positiva,,Muy positiva,,Muy positiva,Muy positiva,Muy positiva,,Me gustaría mucho,,Me gustaría mucho,,,,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,PSOE,Generacion X,Mujer [Generacion X],Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",0.954905
16,Mujer,65,65+,50.001 - 100.000,Cádiz,Andalucía,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",D,He tenido/se ha tenido que contraer deuda,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,5,PP (Partido Popular),PP (Partido Popular),7,Mucho,Bastante,Mucho,Mucho,Bastante,Bastante,Mucho,Diversidad cultural,,,,Apertura global,,,,,,,,999,Ha crecido,No lo sé,Poca,Televisión,,Periódicos,,,,,,,,,,No lo sé,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,Sí,Sí,No lo sé,Sí,Sí,No lo sé,Positiva,Positiva,"Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni positiva, ni negativa",,,,,"Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",Muy bien,Bien,Muy bien,"Ni bien, ni mal",Bien,Bien,Muy bien,Muy bien,Muy bien,No lo sé,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",1.951319
17,Mujer,57,55-64,< 10.000,Ávila,Castilla y León,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E1,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",No lo sé,PP (Partido Popular),0 No le votaría nunca,5,5,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Prefiero no contestar,PP (Partido Popular),7,Mucho,Bastante,Bastante,Mucho,Bastante,Bastante,Bastante,Diversidad cultural,,,,,,,,Sobrecarga de servicios y recursos públicos,,,,999,Se ha mantenido más o menos igual,Son las adecuadas,Bastante,Televisión,Radio,,,,,,,,,,,Poca,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,"Ni positiva, ni negativa",Positiva,Positiva,Positiva,"Ni positiva, ni negativa",Positiva,"Ni me gustaría, ni me disgustaría",,,,,,,"Ni bien, ni mal","Ni bien, ni mal",Bien,"Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,Bien,PP,Generacion X,Mujer [Generacion X],Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",0.945792
18,Hombre,57,55-64,500.000+,Sevilla,Andalucía,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Llego/se llega justo a final de mes,3,Sumar,Sumar,3,0 No le votaría nunca,0 No le votaría nunca,5,0 No le votaría nunca,0 No le votaría nunca,Sumar,No voté,3,Bastante,Mucho,Bastante,Mucho,Bastante,Bastante,Bastante,,,,,,,,Desempleo,Sobrecarga de servicios y recursos públicos,,,,20,Ha crecido,No lo sé,Poca,Televisión,Radio,,,,,,,,,,,Bastante,Bastante de acuerdo,Nada de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,No,No,Sí,,,,,,,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,Bien,Bien,Bien,Bien,Bien,Bien,Muy bien,Muy bien,Muy bien,Sumar,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",0.958171
19,Mujer,29,25-34,100.001 - 500.000,Santa Cruz de Tenerife,Canarias,"Sí, con uno/a de 9 a 12 años",Tercer Grado (Máster),C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),1,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),5,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Mucho,,,,Tolerancia,,,,,Sobrecarga de servicios y recursos públicos,,,,25,Ha crecido,Son demasiadas,Bastante,Televisión,,Periódicos,,,,,,,,,,Poca,No lo sé,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,No debería permitirse,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No,No,No,Sí,No,No,Sí,,,,Positiva,,,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,Muy bien,Mal,Bien,Mal,Bien,Bien,Regular,Regular,Regular,PP,Millennials,Mujer [Millennials],Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",0.735282
20,Mujer,73,65+,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,He tenido/se ha tenido que echar mano del ahorro,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 Le votaría siempre,1,0 No le votaría nunca,5,1,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),3,Mucho,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Diversidad cultural,,,Tolerancia,,,,,,,,,999,Ha crecido,Son demasiadas,Poca,,Radio,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,No,Sí,Sí,Sí,,Muy positiva,Muy positiva,,Positiva,Muy positiva,Muy positiva,Me gustaría,,,Me gustaría,,,,Muy bien,Muy bien,Muy bien,Bien,Bien,Muy bien,Muy bien,Muy bien,Muy bien,PSOE,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",1.263221
21,Mujer,38,35-44,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra bastante dinero cada mes,8,Vox,Vox,0 No le votaría nunca,9,10 Le votaría siempre,2,0 No le votaría nunca,7,Vox,Vox,7,Bastante,Poco,Bastante,Mucho,Bastante,Mucho,Bastante,,,Innovación,Tolerancia,,,,,,,,,60,Ha crecido,Son demasiadas,Bastante,,,Periódicos,,,Redes sociales,,,,,,,Bastante,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No,No,No,Sí,Sí,No,No,,,,Muy negativa,Muy negativa,,,No me gustaría,No me gustaría,No me gustaría,,,No me gustaría,No me gustaría,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Vox,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.708142
22,Mujer,53,45-54,50.001 - 100.000,Zamora,Castilla y León,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Vox,Vox,0 No le votaría nunca,9,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,1,Vox,Vox,8,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,Inseguridad,,Sobrecarga de servicios y recursos públicos,,,,1,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Poca,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Nada de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No,No,No,No,Sí,No,Sí,,,,,Muy negativa,,"Ni positiva, ni negativa",No me gustaría,No me gustaría,No me gustaría,No me gustaría,,No me gustaría,,"Ni bien, ni mal","Ni bien, ni mal",Bien,Mal,Mal,"Ni bien, ni mal",Regular,Regular,Bien,Vox,Generacion X,Mujer [Generacion X],Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",0.773688
23,Mujer,50,45-54,50.001 - 100.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 9 a 12 años",Tercer Grado (Máster),A2,Llego/se llega justo a final de mes,8,PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,7,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),5,Mucho,Mucho,Mucho,Mucho,Bastante,Bastante,Mucho,,,,,,,Inseguridad,Desempleo,,,,,50,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,,,,Revistas,,,,Poca,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No,No,No,Sí,Sí,No,Sí,,,,Negativa,Negativa,,Negativa,No me gustaría,No me gustaría,No me gustaría,,,No me gustaría,,Mal,Mal,Bien,Mal,Mal,Mal,Mal,Regular,Regular,Ninguno de los anteriores,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.834684
24,Mujer,59,55-64,10.001 - 20.000,Jaén,Andalucía,No convivo con ningún/a hijo/a,Tercer Grado (Máster),A1,Ahorro/se ahorra un poco de dinero cada mes,9,PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,5,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),9,Mucho,Bastante,Poco,Bastante,Bastante,Mucho,Nada,,,,,,,Inseguridad,,,Criminalidad,,,15,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,,,,,,No lo sé,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,No,No,No,,,,,,,,No me gustaría nada,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",No lo sé,No lo sé,No lo sé,Mal,Mal,No lo sé,No lo sé,No lo sé,No lo sé,PP,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.307104
25,Mujer,48,45-54,< 10.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,He tenido/se ha tenido que echar mano del ahorro,9,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),8,0 No le votaría nunca,0 No le votaría nunca,5,5,5,ERC (Esquerra Republicana de Catalunya),"Ahora Repúblicas (ERC, EH Bildu, BNG, Ara Més)",2,Mucho,Mucho,Bastante,Mucho,Mucho,Bastante,Mucho,,,,,,Crecimiento demográfico,Inseguridad,,,,,,999,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,,Canales de difusión en WhatsApp o Telegram,,,,,,Bastante,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,No,Sí,Sí,Sí,,Negativa,Positiva,,Negativa,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",,,,Muy mal,"Ni bien, ni mal","Ni bien, ni mal",Mal,Mal,"Ni bien, ni mal",Regular,Regular,Bien,PP,Generacion X,Mujer [Generacion X],Menos de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",0.835582
26,Mujer,33,25-34,< 10.000,Bizkaia,País Vasco,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,2,Prefiero no contestar,No lo sé,10 Le votaría siempre,10 Le votaría siempre,1,1,1,1,Prefiero no contestar,PSOE (Partido Socialista Obrero Español),10 Extrema derecha,No lo sé,No lo sé,Poco,Mucho,Mucho,No lo sé,Mucho,,,,,,,,Desempleo,,,,,999,Ha crecido,No lo sé,Nada,Televisión,,,,,,,,,,,,No lo sé,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,No lo sé,No lo sé,No lo sé,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,Sí,Sí,No lo sé,Sí,Sí,No,Muy positiva,Muy positiva,Muy positiva,,Positiva,Positiva,,,,,Me gustaría,,,Me gustaría mucho,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,No lo sé,Millennials,Mujer [Millennials],Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.833526
